,7 Li,23 Na,24 Mg,25 Mg,27 Al,31 P,39 K,43 Ca,45 Sc,51 V,52 Cr,55 Mn,56 Fe,63 Cu,66 Zn,88 Sr,138 Ba,140 Ce,146 Nd,178 Hf,208 Pb,232 Th,238 U,32 S
Certified,264.6993498336590000,12.0573433829482000,13.7649917753288000,13.7649917753288000,15.9828989408610000,0.5770593336557750,4.4044004826425600,18.6740607888144000,1.2785759744246900,31.8918286446008000,7.2096290731773600,60.7320046426371000,4.7421018419040400,12.9784668130840000,14.1378243253256000,59.9019626258059000,26.3892828523786000,3.2106826589085600,1.3862108034950000,98.0187492347492000,2.2918640683073500,0.2585076447545060,0.2835026178420370,100.0000000000000000
PlusMinus,46.8175720794226000,0.5242323209977460,0.6200446745643610,0.6200446745643610,0.5147866223283460,0.1161155976258570,0.2653253302796720,0.3788293954771410,0.1945659091515830,1.4719305528277300,0.7209629073177360,7.7336635125455400,0.2191070157975460,1.7697909290569100,1.7194651206477100,4.2787116161289900,3.6399010830867000,0.3567425176565060,0.1472848978713440,9.8018749234749200,0.2412488492955100,0.0113097094580096,0.0210001939142250,3.0000000000000000
